ID,Produto,Marca,Vendas,Valor Unitário,Categoria,Data da Venda,Nome do Cliente,Cidade do Cliente
259,Máquina de Lavar,Midea,2,1425.19,Linha Branca,2024-09-05,Emanuelly da Mota,Gonçalves
260,Micro-ondas,Philco,3,1885.42,Eletroportáteis,2024-10-13,Dra. Mariane Farias,Barros da Praia
261,Ar-Condicionado,LG,5,2881.54,Climatização,2025-06-03,Luiz Gustavo Moreira,Teixeira
262,Geladeira,Britânia,3,2767.13,Linha Branca,2024-03-22,Sr. Levi Teixeira,Moraes
263,Ar-Condicionado,Mondial,5,4240.17,Climatização,2024-04-08,Eduarda Fernandes,da Costa da Serra
264,Cafeteira,Philco,1,2489.7,Eletroportáteis,2023-07-23,Marcos Vinicius Cavalcanti,Novaes do Sul
265,Secadora,LG,3,3308.26,Linha Branca,2024-07-12,Sr. Henrique Silveira,Vieira Paulista
266,Fogão,Mondial,3,3387.06,Linha Branca,2023-11-03,João Vitor Cardoso,Silva Paulista
267,Micro-ondas,Britânia,3,2930.33,Eletroportáteis,2023-12-08,Ana Sophia da Rosa,Azevedo de Caldeira
268,Liquidificador,Consul,4,3805.19,Eletroportáteis,2024-02-28,Heitor Fernandes,da Mota
269,Micro-ondas,Brastemp,2,4796.45,Eletroportáteis,2025-02-17,João Guilherme Nunes,das Neves de Castro
270,Liquidificador,Philco,2,2214.57,Eletroportáteis,2023-09-12,Felipe Ribeiro,Pereira
271,Aspirador de Pó,Electrolux,2,2160.64,Eletroportáteis,2024-05-19,Fernanda Caldeira,Rocha Verde
272,Aspirador de Pó,Electrolux,4,672.44,Eletroportáteis,2023-12-01,Luana da Cruz,Gomes das Flores
273,Televisão,Britânia,3,1840.32,Eletrônicos,2024-01-09,Ana Júlia da Luz,Silva de Castro
274,Máquina de Lavar,Midea,5,1892.01,Linha Branca,2025-01-18,Nathan da Cruz,Rodrigues da Serra
275,Televisão,Brastemp,5,5881.71,Eletrônicos,2024-10-23,Larissa Lopes,Fernandes
276,Aspirador de Pó,Samsung,3,275.46,Eletroportáteis,2024-05-25,Manuela Cunha,Gomes Paulista
277,Cafeteira,Electrolux,2,5269.68,Eletroportáteis,2024-02-01,Benício Pereira,Moreira
278,Aspirador de Pó,Samsung,1,3082.24,Eletroportáteis,2023-10-10,Luiz Otávio Fernandes,da Paz do Amparo
279,Liquidificador,Electrolux,1,4569.39,Eletroportáteis,2024-04-05,Joana Pires,Porto Verde
280,Micro-ondas,Samsung,1,1943.98,Eletroportáteis,2023-10-13,Anthony Silveira,Lopes
281,Fogão,Consul,1,2503.48,Linha Branca,2024-11-01,Sabrina Novaes,Costa
282,Televisão,Britânia,1,2188.28,Eletrônicos,2024-03-21,Davi Luiz Viana,da Paz
283,Liquidificador,Mondial,5,1015.86,Eletroportáteis,2023-11-19,Beatriz Moreira,Fernandes
284,Máquina de Lavar,Philco,4,4038.9,Linha Branca,2023-11-04,Dr. Lorenzo Costa,Lopes
285,Máquina de Lavar,Philco,4,1436.9,Linha Branca,2024-02-12,Elisa Cavalcanti,da Paz do Amparo
286,Televisão,Panasonic,2,880.71,Eletrônicos,2024-06-09,Carolina da Mata,Lima do Sul
287,Liquidificador,LG,5,5297.17,Eletroportáteis,2024-02-13,Emilly Pires,Silveira de Almeida
288,Ar-Condicionado,Britânia,3,2798.16,Climatização,2023-12-27,Maria Sophia Rodrigues,Martins
289,Fogão,Panasonic,1,2691.49,Linha Branca,2023-08-06,Juliana Nogueira,Silveira de Gonçalves
290,Ar-Condicionado,Mondial,5,4010.44,Climatização,2023-09-16,Luiz Otávio Barbosa,Nunes das Flores
291,Geladeira,LG,3,2120.3,Linha Branca,2025-03-05,Lívia Costela,Barbosa de da Luz
292,Televisão,Electrolux,5,4751.41,Eletrônicos,2023-07-15,Camila Silveira,Barros do Oeste
293,Secadora,Britânia,3,1025.69,Linha Branca,2023-10-28,Dra. Sophie Cavalcanti,Barbosa da Serra
294,Máquina de Lavar,LG,1,1502.64,Linha Branca,2024-05-07,Noah Nogueira,da Cunha
295,Cafeteira,Samsung,5,5689.67,Eletroportáteis,2024-09-15,Mirella Silveira,Lima
296,Micro-ondas,LG,3,1605.18,Eletroportáteis,2024-10-18,Sr. Luiz Miguel Farias,Gomes
297,Máquina de Lavar,Electrolux,3,3944.97,Linha Branca,2025-05-09,Nicole Vieira,Campos
298,Secadora,Britânia,3,204.56,Linha Branca,2024-04-26,Clara Farias,Silveira
299,Secadora,Midea,1,827.77,Linha Branca,2025-06-07,Dr. Paulo Santos,Nogueira de Costa
300,Televisão,LG,2,3261.48,Eletrônicos,2025-07-04,João Gabriel da Rosa,Duarte
301,Micro-ondas,Midea,3,2408.17,Eletroportáteis,2024-09-20,Antônio Farias,Ferreira Verde
302,Televisão,Britânia,1,3769.76,Eletrônicos,2023-08-11,João Miguel da Rocha,Santos
303,Fogão,Philco,1,4035.14,Linha Branca,2024-03-15,Enrico Ramos,Azevedo da Serra
304,Televisão,Philco,4,2881.89,Eletrônicos,2025-02-22,Igor Aragão,Novaes
305,Secadora,Consul,5,4191.85,Linha Branca,2024-07-16,Milena Porto,Moreira
306,Liquidificador,Midea,2,2550.87,Eletroportáteis,2023-07-29,Eduardo Santos,Barbosa
307,Cafeteira,LG,5,5361.62,Eletroportáteis,2025-02-16,Catarina Caldeira,Rodrigues da Serra
308,Geladeira,Electrolux,3,5403.96,Linha Branca,2025-05-07,Lucas Gabriel Santos,da Mata dos Dourados
309,Aspirador de Pó,Midea,2,2897.33,Eletroportáteis,2024-08-15,Dra. Maria Alice Pinto,da Cruz
310,Fogão,LG,3,2829.43,Linha Branca,2024-01-01,Lucas da Conceição,Santos do Campo
311,Aspirador de Pó,Mondial,1,3460.42,Eletroportáteis,2023-11-21,Carolina Porto,Azevedo de da Rosa
312,Cafeteira,Panasonic,3,1284.6,Eletroportáteis,2024-11-10,Joaquim da Costa,Souza
313,Fogão,Philco,3,956.86,Linha Branca,2023-08-06,Vitor Lima,Costela das Flores
314,Cafeteira,Consul,2,3220.63,Eletroportáteis,2025-02-02,Natália Farias,Novaes das Flores
315,Cafeteira,Electrolux,5,406.62,Eletroportáteis,2023-07-27,Dr. Antônio Almeida,Ferreira
316,Cafeteira,Consul,2,3734.29,Eletroportáteis,2024-08-14,Leonardo das Neves,Monteiro do Campo
317,Geladeira,Brastemp,3,920.15,Linha Branca,2025-02-21,Helena Almeida,Porto
318,Cafeteira,Consul,5,2964.33,Eletroportáteis,2024-06-12,Renan Freitas,Freitas de Cardoso
319,Micro-ondas,Mondial,5,2417.02,Eletroportáteis,2024-03-06,Isabella da Costa,Ramos de Farias
320,Micro-ondas,Philco,1,3425.42,Eletroportáteis,2024-12-31,Juan Nascimento,Castro
321,Fogão,Mondial,2,1327.04,Linha Branca,2024-12-23,Ana Beatriz Silva,Ramos das Pedras
322,Máquina de Lavar,Brastemp,5,4399.38,Linha Branca,2025-05-17,Sr. Luiz Otávio Monteiro,Nogueira Paulista
323,Micro-ondas,Brastemp,2,356.12,Eletroportáteis,2024-03-07,Dr. Noah Nunes,Silveira
324,Cafeteira,Britânia,3,832.82,Eletroportáteis,2024-11-13,Sra. Sabrina da Cruz,Cardoso de Lima
325,Cafeteira,Consul,2,312.09,Eletroportáteis,2024-09-11,Paulo da Luz,Moraes
326,Secadora,Philco,4,2504.67,Linha Branca,2024-08-01,Dra. Ana Lívia Nunes,Almeida de Ferreira
327,Máquina de Lavar,Britânia,1,1814.93,Linha Branca,2023-07-28,Laura Rodrigues,Sales da Mata
328,Liquidificador,Philco,1,2057.45,Eletroportáteis,2025-05-23,Sra. Ana Carolina Freitas,Araújo Paulista
329,Micro-ondas,Samsung,3,5042.33,Eletroportáteis,2024-06-11,Elisa Rezende,Dias
330,Ar-Condicionado,Samsung,5,2727.05,Climatização,2024-02-07,Srta. Helena Barros,Nogueira de Ribeiro
331,Máquina de Lavar,Samsung,4,4356.64,Linha Branca,2024-03-31,Luiz Otávio Castro,Carvalho
332,Ar-Condicionado,Britânia,5,3405.5,Climatização,2024-09-19,Maria Vitória Nascimento,Ferreira Verde
333,Micro-ondas,Philco,1,4040.86,Eletroportáteis,2024-05-20,Maria Julia Dias,Dias do Oeste
334,Secadora,Mondial,2,5629.09,Linha Branca,2023-12-01,Vitor Castro,Rodrigues
335,Secadora,Midea,4,4344.46,Linha Branca,2024-02-07,Lívia Barbosa,Oliveira
336,Fogão,Consul,1,1697.8,Linha Branca,2024-07-31,Maria Luiza das Neves,Teixeira de Viana
337,Secadora,Samsung,2,1971.6,Linha Branca,2023-12-29,Bernardo Fernandes,Novaes do Sul
338,Micro-ondas,LG,1,5858.94,Eletroportáteis,2025-03-06,Maria Alice Campos,Ribeiro da Prata
339,Micro-ondas,Samsung,3,528.94,Eletroportáteis,2024-11-24,Yago Novaes,Souza
340,Televisão,Midea,1,2455.66,Eletrônicos,2023-07-18,Isabelly Dias,Almeida de da Rosa
341,Liquidificador,Brastemp,5,5496.0,Eletroportáteis,2023-10-20,Emanuel da Mota,Correia da Mata
342,Secadora,Philco,3,4080.26,Linha Branca,2025-05-05,João Miguel Nunes,Ferreira do Amparo
343,Fogão,Brastemp,1,5767.54,Linha Branca,2025-01-11,Dra. Manuela Campos,Sales das Pedras
344,Geladeira,Brastemp,3,1976.88,Linha Branca,2024-05-22,Luigi Santos,Azevedo
345,Liquidificador,LG,4,2800.08,Eletroportáteis,2024-03-28,Dra. Maria Vitória Silva,Gonçalves
346,Fogão,Consul,5,271.84,Linha Branca,2023-09-04,Dr. João Vitor Duarte,Carvalho Grande
347,Secadora,Samsung,2,5499.57,Linha Branca,2025-02-08,Bryan Moura,Mendes Alegre
348,Liquidificador,Mondial,4,1086.18,Eletroportáteis,2023-08-06,Breno Cunha,Barbosa
349,Geladeira,Panasonic,4,2260.92,Linha Branca,2024-02-02,Emilly Cavalcanti,Cavalcanti do Campo
350,Fogão,Panasonic,3,695.21,Linha Branca,2025-06-07,Rafaela Costa,Cardoso de Cardoso
351,Micro-ondas,LG,1,4139.1,Eletroportáteis,2023-08-19,João Guilherme da Rosa,Farias da Praia
352,Liquidificador,Britânia,5,2902.27,Eletroportáteis,2023-07-26,Vicente Jesus,Carvalho do Norte
353,Micro-ondas,Panasonic,1,3865.08,Eletroportáteis,2023-10-01,Gabriel Novaes,Moraes
354,Aspirador de Pó,Samsung,2,447.73,Eletroportáteis,2023-10-13,Ana Carolina Moura,Fogaça de Goiás
355,Ar-Condicionado,Brastemp,4,2359.46,Climatização,2024-05-24,Nicolas Rodrigues,Costela
356,Aspirador de Pó,Samsung,5,1885.68,Eletroportáteis,2024-05-28,Pietro Cavalcanti,Azevedo
357,Ar-Condicionado,Philco,2,4242.55,Climatização,2023-12-09,Sarah Fernandes,da Rocha
358,Ar-Condicionado,Samsung,3,1808.51,Climatização,2024-05-10,Stella da Mota,Barbosa da Serra
359,Liquidificador,LG,5,3097.28,Eletroportáteis,2024-06-05,Sr. Davi Souza,Cardoso
360,Fogão,Mondial,5,4549.26,Linha Branca,2023-11-22,Levi Nascimento,Nogueira
361,Aspirador de Pó,Philco,3,1228.13,Eletroportáteis,2024-10-13,João Felipe Cavalcanti,Novaes da Mata
362,Micro-ondas,Philco,2,1335.84,Eletroportáteis,2024-07-22,Enzo Cavalcanti,Jesus de Vieira
363,Cafeteira,LG,3,1599.63,Eletroportáteis,2023-12-23,Dra. Evelyn Fernandes,Nogueira
364,Secadora,LG,4,5788.27,Linha Branca,2023-09-14,Benício Correia,Duarte da Praia
365,Fogão,Midea,5,5969.55,Linha Branca,2024-09-09,Dr. Luiz Miguel Gomes,Oliveira
366,Micro-ondas,Electrolux,5,3371.32,Eletroportáteis,2024-12-03,Emanuella Araújo,Cardoso
367,Ar-Condicionado,Mondial,5,1193.03,Climatização,2024-08-14,Pedro Henrique Barros,Moreira de Aragão
368,Liquidificador,Samsung,2,3779.78,Eletroportáteis,2024-01-19,Ana Julia da Paz,Santos
369,Televisão,Britânia,1,367.74,Eletrônicos,2025-06-30,Erick Costela,Teixeira
370,Aspirador de Pó,Electrolux,2,3279.83,Eletroportáteis,2023-09-15,Rodrigo Fogaça,Cardoso da Mata
371,Geladeira,Samsung,4,547.84,Linha Branca,2024-08-10,Sr. Gustavo Henrique Moura,da Conceição
372,Secadora,Electrolux,1,1658.32,Linha Branca,2025-06-02,Benício Fogaça,Barros de Goiás
373,Fogão,Britânia,3,2046.92,Linha Branca,2024-08-30,Lorena Rodrigues,Peixoto
374,Fogão,Brastemp,2,4447.31,Linha Branca,2023-07-12,Alexia Freitas,Teixeira do Galho
375,Ar-Condicionado,Midea,2,4860.08,Climatização,2024-10-20,Vitor Farias,Ferreira Paulista
376,Liquidificador,Britânia,5,429.68,Eletroportáteis,2025-01-08,Maria Fernanda Moraes,Silveira
377,Fogão,Mondial,3,848.24,Linha Branca,2023-09-22,Pedro Henrique da Cruz,Fernandes
378,Ar-Condicionado,Midea,1,5582.19,Climatização,2024-08-13,Ana Julia Barros,Nunes do Campo
379,Ar-Condicionado,Brastemp,4,4652.42,Climatização,2023-09-16,Dr. Matheus Moraes,Porto
380,Televisão,Brastemp,1,2105.83,Eletrônicos,2025-04-12,João Gabriel Nunes,Vieira
381,Aspirador de Pó,Midea,1,1213.49,Eletroportáteis,2024-12-03,Marina Pinto,Lopes
382,Máquina de Lavar,Britânia,2,2180.49,Linha Branca,2025-02-26,Stella Peixoto,Cavalcanti dos Dourados
383,Liquidificador,Samsung,1,1399.88,Eletroportáteis,2023-12-05,Caio Ramos,Ferreira de Alves
384,Fogão,Consul,3,1432.22,Linha Branca,2024-08-10,Rafaela Rocha,da Cruz dos Dourados
385,Liquidificador,Brastemp,5,553.97,Eletroportáteis,2024-12-01,Guilherme Rezende,Duarte Paulista
386,Televisão,Philco,2,1007.71,Eletrônicos,2024-10-16,Pietro Melo,Nascimento
387,Aspirador de Pó,LG,1,1028.91,Eletroportáteis,2024-06-17,Dr. Marcelo Alves,Cardoso
388,Geladeira,Britânia,5,1133.22,Linha Branca,2023-12-11,Srta. Maria Carvalho,Moura
389,Liquidificador,Mondial,3,4112.03,Eletroportáteis,2023-10-05,Enrico Rezende,Porto
390,Micro-ondas,Midea,2,1683.74,Eletroportáteis,2024-11-16,Yasmin Rezende,Oliveira de Sales
391,Aspirador de Pó,Electrolux,2,2576.88,Eletroportáteis,2024-07-15,Bryan Araújo,Lima
392,Liquidificador,Samsung,5,3431.98,Eletroportáteis,2025-01-02,Caroline Fogaça,Aragão
393,Geladeira,Britânia,2,2579.16,Linha Branca,2024-05-30,Juliana Lopes,Freitas
394,Secadora,Electrolux,1,3302.28,Linha Branca,2023-10-01,Vitor Gabriel Sales,da Mata
395,Cafeteira,Consul,1,4415.05,Eletroportáteis,2024-12-03,Bianca Dias,Almeida de da Cunha
396,Secadora,LG,3,2068.0,Linha Branca,2023-12-13,Dra. Julia da Cunha,Rezende das Flores
397,Micro-ondas,Mondial,3,4949.42,Eletroportáteis,2025-06-18,Ana Luiza Araújo,das Neves
398,Ar-Condicionado,LG,4,2768.99,Climatização,2025-03-26,Sofia da Cunha,Porto
399,Cafeteira,Philco,1,4213.6,Eletroportáteis,2024-11-26,João Lucas Pinto,da Rocha da Mata
400,Liquidificador,Electrolux,4,769.01,Eletroportáteis,2025-01-28,Melissa Martins,Gonçalves
401,Micro-ondas,Panasonic,2,3361.78,Eletroportáteis,2024-09-28,Rebeca Barbosa,Lopes Alegre
402,Liquidificador,Consul,4,3593.82,Eletroportáteis,2023-11-16,João Miguel Peixoto,Araújo
403,Máquina de Lavar,Brastemp,4,5200.73,Linha Branca,2024-08-24,Agatha Sales,Souza de Campos
404,Ar-Condicionado,Midea,2,3882.79,Climatização,2025-06-28,Daniela Moraes,Melo do Galho
405,Cafeteira,Britânia,3,1829.6,Eletroportáteis,2024-04-30,Ana Laura Rodrigues,Jesus
406,Ar-Condicionado,LG,3,3739.72,Climatização,2023-08-14,Pedro Lucas das Neves,Rocha do Norte
407,Micro-ondas,Electrolux,1,4947.71,Eletroportáteis,2025-04-05,Sr. André Novaes,da Luz
408,Fogão,Brastemp,4,1250.47,Linha Branca,2024-10-22,Larissa Cardoso,Mendes do Sul
409,Fogão,Samsung,4,2120.6,Linha Branca,2023-09-17,Maria Sophia Peixoto,Moura de Jesus
410,Geladeira,Consul,5,4650.02,Linha Branca,2025-02-16,Cauã Novaes,Porto Grande
411,Televisão,Brastemp,1,5709.43,Eletrônicos,2023-12-13,Stella da Luz,Novaes
412,Geladeira,Brastemp,3,5269.53,Linha Branca,2024-02-02,Emanuella Novaes,Mendes Verde
413,Fogão,Midea,4,5433.54,Linha Branca,2025-06-21,Raquel da Paz,Farias Alegre
414,Ar-Condicionado,Britânia,2,1666.62,Climatização,2023-10-11,Dr. Erick da Rocha,Costa
415,Ar-Condicionado,Philco,1,4741.73,Climatização,2024-05-17,Camila Moura,Ferreira do Campo
416,Liquidificador,Samsung,5,4364.8,Eletroportáteis,2025-03-17,João Miguel Duarte,Moraes
417,Micro-ondas,Mondial,4,2979.33,Eletroportáteis,2025-06-28,Dr. Guilherme Farias,Moreira
418,Geladeira,Panasonic,2,5504.53,Linha Branca,2025-03-16,Guilherme Aragão,Martins do Campo
419,Fogão,Brastemp,5,5669.45,Linha Branca,2024-07-23,Alexia Aragão,Martins
420,Aspirador de Pó,Panasonic,4,2128.87,Eletroportáteis,2023-08-14,Enzo da Rosa,Almeida
421,Cafeteira,LG,3,3303.88,Eletroportáteis,2025-05-03,Fernanda Vieira,da Costa
422,Fogão,Samsung,3,3663.58,Linha Branca,2024-08-14,Lucca Moura,da Rosa
423,Televisão,Samsung,5,4531.9,Eletrônicos,2023-10-29,Kaique da Mata,Caldeira Verde
424,Geladeira,Britânia,1,3078.15,Linha Branca,2025-02-20,Ian Ribeiro,Costa de Almeida
425,Geladeira,Panasonic,5,966.03,Linha Branca,2024-10-21,Juan Fernandes,Ribeiro
426,Secadora,Samsung,4,4204.51,Linha Branca,2023-08-27,Alexia Lima,Sales da Serra
427,Televisão,Consul,5,2506.49,Eletrônicos,2023-10-10,Yasmin Fogaça,Rodrigues das Flores
428,Aspirador de Pó,Samsung,2,4935.53,Eletroportáteis,2024-03-28,Dr. Marcelo da Costa,Alves
429,Liquidificador,Electrolux,1,3937.96,Eletroportáteis,2025-02-12,Vicente Pereira,Pereira
430,Aspirador de Pó,Consul,1,911.29,Eletroportáteis,2023-08-05,Kevin da Mata,Fogaça do Galho
431,Liquidificador,Samsung,4,5899.71,Eletroportáteis,2024-12-28,Rebeca Sales,Oliveira de da Luz
432,Aspirador de Pó,Electrolux,4,5870.86,Eletroportáteis,2024-06-10,André Sales,Duarte da Mata
433,Micro-ondas,Samsung,4,1406.65,Eletroportáteis,2023-12-09,Maria Alice da Paz,Jesus
434,Fogão,Midea,2,2099.01,Linha Branca,2024-12-18,Nicolas Moura,da Conceição
435,Fogão,Samsung,5,440.78,Linha Branca,2025-07-04,Dr. Leonardo Costa,Mendes Alegre
436,Secadora,Electrolux,4,2477.61,Linha Branca,2024-06-16,Pietra Aragão,Nogueira de Caldeira
437,Cafeteira,Brastemp,1,3480.91,Eletroportáteis,2024-12-26,Ryan Viana,Ferreira da Prata
438,Secadora,Electrolux,4,4867.95,Linha Branca,2024-11-13,Augusto Campos,Carvalho
439,Aspirador de Pó,Brastemp,4,4102.95,Eletroportáteis,2025-07-04,Dr. Daniel Cunha,da Paz de Fernandes
440,Televisão,Britânia,4,3630.12,Eletrônicos,2024-05-14,Ana Júlia da Cunha,Rodrigues da Prata
441,Liquidificador,Philco,4,3001.34,Eletroportáteis,2024-04-19,Sra. Alice Melo,Peixoto Verde
442,Geladeira,Samsung,2,469.98,Linha Branca,2023-12-26,Valentina da Costa,Duarte
443,Cafeteira,Electrolux,2,1950.27,Eletroportáteis,2023-11-11,Isabelly Costela,Lima do Campo
444,Fogão,Panasonic,4,447.45,Linha Branca,2025-06-14,Yago Jesus,Duarte do Oeste
445,Televisão,Brastemp,1,5367.8,Eletrônicos,2024-02-08,Stephany Vieira,Pinto
446,Micro-ondas,LG,5,1462.66,Eletroportáteis,2024-12-18,Lívia da Mota,das Neves da Serra
447,Cafeteira,Samsung,3,1170.51,Eletroportáteis,2025-05-11,Dr. João Pedro Gomes,Moreira
448,Ar-Condicionado,LG,3,1474.36,Climatização,2025-03-13,Dra. Heloísa Moreira,Azevedo
449,Liquidificador,Electrolux,2,1874.84,Eletroportáteis,2025-04-22,Theo Moura,Peixoto da Serra
450,Geladeira,Consul,3,231.02,Linha Branca,2024-01-16,Erick Alves,Cardoso da Mata
451,Fogão,Electrolux,2,5182.8,Linha Branca,2024-01-14,Caio Martins,Martins do Sul
452,Fogão,Mondial,5,5813.06,Linha Branca,2024-05-14,Lorena da Conceição,Oliveira
453,Fogão,Philco,1,1752.65,Linha Branca,2023-10-22,Matheus Aragão,da Costa
454,Ar-Condicionado,LG,2,4952.74,Climatização,2025-02-10,Esther Barbosa,Fernandes
455,Geladeira,Consul,5,4836.24,Linha Branca,2025-04-09,Sarah Araújo,Nascimento do Campo
456,Ar-Condicionado,Midea,2,4014.15,Climatização,2024-12-24,Bryan da Paz,Costela Verde
457,Fogão,Britânia,3,4940.16,Linha Branca,2025-07-09,Noah Oliveira,da Conceição
458,Liquidificador,Consul,4,1008.97,Eletroportáteis,2023-11-22,Luiz Henrique Castro,Ramos das Flores
459,Televisão,Britânia,2,5049.13,Eletrônicos,2024-07-26,Cauã Ferreira,Alves de Alves
460,Cafeteira,Britânia,3,5027.83,Eletroportáteis,2024-03-06,Dr. Isaac Moura,Oliveira
461,Ar-Condicionado,Britânia,3,215.52,Climatização,2024-05-10,Srta. Júlia Alves,Viana
462,Máquina de Lavar,Electrolux,1,5627.15,Linha Branca,2024-06-30,Breno da Costa,da Luz
463,Liquidificador,Midea,4,4886.42,Eletroportáteis,2024-03-10,Dr. Arthur Pires,da Luz de da Conceição
464,Micro-ondas,Consul,5,2187.42,Eletroportáteis,2025-04-06,Sr. João Lucas Ribeiro,Rocha
465,Cafeteira,Britânia,1,729.96,Eletroportáteis,2024-05-16,Ana Clara da Paz,Farias
466,Liquidificador,Panasonic,1,3845.73,Eletroportáteis,2024-12-23,Luiz Gustavo da Cruz,Barbosa
467,Secadora,Panasonic,3,1677.89,Linha Branca,2025-07-07,Vinicius Souza,Rezende
468,Cafeteira,LG,3,5339.28,Eletroportáteis,2023-09-13,Maysa Fogaça,Novaes
469,Ar-Condicionado,Panasonic,5,5305.4,Climatização,2023-12-22,Lara Martins,Caldeira de Goiás
470,Secadora,Britânia,2,4587.45,Linha Branca,2024-11-04,Luana Peixoto,Barbosa
471,Fogão,Consul,1,2056.38,Linha Branca,2023-08-26,Marcelo Silva,Monteiro
472,Aspirador de Pó,Midea,5,1241.32,Eletroportáteis,2024-06-30,Lucas Gabriel Silveira,Lima
473,Televisão,Midea,3,1002.53,Eletrônicos,2025-06-24,Ana Clara Costa,Costa
474,Geladeira,Midea,2,5838.43,Linha Branca,2025-06-24,Lívia da Paz,Fernandes
475,Geladeira,Electrolux,1,863.12,Linha Branca,2024-09-15,Pietro Novaes,Gonçalves
476,Secadora,Mondial,3,5151.98,Linha Branca,2023-12-28,Dr. João Gabriel Araújo,Lima
477,Aspirador de Pó,Samsung,4,5453.06,Eletroportáteis,2023-12-16,Melissa Dias,Nogueira
478,Ar-Condicionado,Samsung,5,5708.13,Climatização,2025-03-09,Lucas Gabriel Alves,Teixeira
479,Geladeira,Samsung,5,4916.76,Linha Branca,2024-11-14,Raul Cunha,Correia
480,Cafeteira,Midea,4,4810.39,Eletroportáteis,2025-01-12,Nathan Moreira,Araújo
481,Ar-Condicionado,LG,3,5777.98,Climatização,2024-07-15,Carlos Eduardo Caldeira,Moura de Souza
482,Televisão,Brastemp,1,1967.76,Eletrônicos,2025-05-24,Maria Cecília Jesus,da Mata dos Dourados
483,Liquidificador,Panasonic,3,3311.54,Eletroportáteis,2024-10-06,Carlos Eduardo Moreira,Alves da Mata
484,Fogão,Electrolux,5,4508.7,Linha Branca,2024-05-20,Gabrielly Cavalcanti,Freitas do Galho
485,Máquina de Lavar,Mondial,1,1973.06,Linha Branca,2023-08-23,Cauê Rodrigues,Rocha
486,Aspirador de Pó,Electrolux,2,3134.1,Eletroportáteis,2023-11-08,Miguel Novaes,da Cunha
487,Fogão,Midea,1,1497.13,Linha Branca,2024-10-25,Sra. Juliana Oliveira,Cunha de Pereira
488,Liquidificador,LG,4,3207.38,Eletroportáteis,2025-06-05,Mariana Santos,Pinto Grande
489,Fogão,Midea,1,4096.74,Linha Branca,2023-12-14,Felipe Gomes,Porto da Prata
490,Liquidificador,Panasonic,3,3050.29,Eletroportáteis,2024-04-08,Matheus da Mata,Moura
491,Máquina de Lavar,LG,4,4989.34,Linha Branca,2024-12-31,Laura Silva,Dias
492,Máquina de Lavar,Electrolux,3,690.49,Linha Branca,2024-07-03,Ana Julia Costa,Caldeira de Jesus
493,Máquina de Lavar,Panasonic,3,3812.17,Linha Branca,2023-11-16,Srta. Julia Correia,Sales de Mendes
494,Cafeteira,Mondial,4,5201.64,Eletroportáteis,2024-08-14,Kamilly Oliveira,Farias
495,Geladeira,Brastemp,1,1476.97,Linha Branca,2024-07-16,Maria Fernanda Jesus,da Rocha do Campo
496,Cafeteira,Mondial,2,2730.7,Eletroportáteis,2025-05-25,Marcelo Rezende,da Cunha do Sul
497,Máquina de Lavar,Electrolux,2,5841.92,Linha Branca,2024-08-27,Nicolas Correia,da Rocha
498,Máquina de Lavar,LG,5,5667.98,Linha Branca,2025-05-28,Caroline das Neves,Santos
499,Aspirador de Pó,Consul,1,4997.37,Eletroportáteis,2025-06-21,Augusto Vieira,Novaes
500,Liquidificador,Mondial,5,3701.44,Eletroportáteis,2023-10-06,Lorena Costela,Teixeira
501,Máquina de Lavar,Midea,4,4885.26,Linha Branca,2024-02-12,Guilherme da Conceição,da Rosa
502,Máquina de Lavar,Samsung,1,470.3,Linha Branca,2024-01-16,Dr. Caio Moreira,Novaes de Novaes
